time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1681731037999897600,29.831897705078124,78.18740708380938,0.307972206397111,-1,51.877141741895244,21.597406931221485,-1,4.763014496258385,3.337398678794807,-8.484934720957257,0
1681731038999894000,30.83189404296875,78.18740708380938,0.307972206397111,-1,51.877141741895244,21.597406931221485,-1,4.761997647342445,3.338849418511392,-8.484934720957257,0
1681731039999890000,31.831889892578126,78.18740708380938,0.307972206397111,-1,51.877141741895244,21.597406931221485,-1,4.760847205286604,3.3404896229001477,-8.484934720957257,0
1681731040999885000,32.83188500976563,78.06517336890101,0.8932428943565628,-1,51.877143485551464,21.475173216313124,-1,4.760800857256801,3.3405556768794833,-8.484938002592408,0.006267643697734339
1681731041999880000,33.8318798828125,78.07775853294879,1.3018535955037889,-1,51.8771424061677,21.4877583803609,-1,4.773029128474893,3.323060332211716,-8.484934089079648,0.2994681128771029
1681731042999874800,34.831874755859374,78.09360969346017,1.7663233477689155,92.98551631019745,51.87713724686274,21.503609540872276,107.24280424621062,4.782026032689483,3.3101003089738716,-8.484910847297728,1.0189772722203077
1681731043999869400,35.831869384765625,78.08970811963081,1.7455074271795128,54.88043865219669,51.877130032625864,21.499707967042923,105.16140820794597,4.785440437605043,3.3051621519863876,-8.484878770312308,1.695966036595332
1681731044999864000,36.831864013671876,78.03504250291735,1.7606514770776265,48.04795967275523,51.87712560200226,21.44504235032946,100.39815848037281,4.785547130479142,3.3050076693937767,-8.484845549078775,1.9016168059393677
1681731045999858000,37.83185791015625,77.94206101354212,1.8023832488399398,48.547736259015494,51.87712331136016,21.352060860954225,95.51272275724516,4.787440281663864,3.3022647656254116,-8.484818675936717,1.8706286472432396
1681731046999852000,38.83185205078125,78.08436463680118,1.8142826896156465,53.63602200325973,51.87712174030609,21.494364484213293,89.46311808031406,4.786065427983024,3.304257065038146,-8.484796526372243,1.6669282831120489
1681731047999845600,39.831845703125,78.05490078404546,1.8594875245521134,91.5974512707522,51.877120395174536,21.464900631457567,89.26145780373831,4.788488898538271,3.30074402239322,-8.484789200058398,0.9955042462285778
1681731048999839200,40.83183911132812,78.19230736792088,1.3073771661203035,-1,51.87712120822257,21.602307215332985,-1,4.78904529483822,3.29993669587414,-8.48479056554374,0.4644341510661576
1681731049999833000,41.8318330078125,78.50222428981215,0.9109433921733417,180,51.8771307555548,21.912224137224257,81.59990876353334,4.741144717423222,3.3683948404601725,-8.484786678799162,0
1681731050999826000,42.83182592773438,78.56794877536595,1.0208692358058644,180,51.877128837726744,21.977948622778058,78.34536372606522,4.741211474183225,3.3683008757921504,-8.484778209439977,0
1681731051999820800,43.83182080078125,78.87590280734003,1.1732467276823444,46.141587830353245,51.8771309295793,22.285902654752135,82.33351730258971,4.739960380632894,3.370061219446808,-8.484740688335753,0.9535893140046481
1681731052999812600,44.8318125,79.26983951590955,1.0669857952664936,13.970792403457812,51.87715495932641,22.679839363321662,62.974924185494494,4.740622925819107,3.3691291616658345,-8.484682092908518,2.9326029098427773
1681731053999806000,45.83180590820312,79.1121481647715,0.9661629099373211,11.834959790367181,51.877205036640134,22.522148012183607,30.964550547083842,4.73656355956845,3.3748337261200128,-8.484672238045235,4.199519145704765
1681731054999799300,46.83179931640625,78.91221581585705,0.9140143746071232,7.606468504633506,51.87726267121014,22.322215663269162,2.774001176453005,4.738090648952869,3.3726894365023026,-8.484692867794625,5.722752231483115
